einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
01;Bundespräsident und Bundespräsidialamt;A;Sächliche Verwaltungsausgaben;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44357;018;Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften;nein;12;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
01;Bundespräsident und Bundespräsidialamt;A;Sächliche Verwaltungsausgaben;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44657;018;Beihilfen aufgrund der Beihilfevorschriften;nein;12;756;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
01;Bundespräsident und Bundespräsidialamt;A;Sächliche Verwaltungsausgaben;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;45357;018;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;nein;13;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
01;Bundespräsident und Bundespräsidialamt;A;Sächliche Verwaltungsausgaben;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;63257;018;Erstattungen des Bundes für Versorgungslasten;nein;13;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
01;Bundespräsident und Bundespräsidialamt;A;;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;42401;011;Zuführung an die Versorgungsrücklage;ja;13;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44101;840;Beihilfen aufgrund der Beihilfevorschriften;ja;13;200;;
01;Bundespräsident und Bundespräsidialamt;A;;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44301;840;Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften;ja;14;55;;
01;Bundespräsident und Bundespräsidialamt;A;;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;45202;223;Unfallkasse des Bundes;ja;14;6;;
01;Bundespräsident und Bundespräsidialamt;A;;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52601;011;Gerichts- und ähnliche Kosten;ja;14;7;;
01;Bundespräsident und Bundespräsidialamt;A;;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52602;011;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen;ja;14;120;;
01;Bundespräsident und Bundespräsidialamt;A;;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;54501;011;Konferenzen, Tagungen, Messen und Ausstellungen;ja;14;1400;;
01;Bundespräsident und Bundespräsidialamt;A;;0111;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;63403;011;Zuweisungen an den Versorgungsfonds;ja;15;226;;
01;Bundespräsident und Bundespräsidialamt;E;Verwaltungseinnahmen;0112;Bundespräsidialamt;11999;011;Vermischte Einnahmen; ;17;2;;
01;Bundespräsident und Bundespräsidialamt;E;Verwaltungseinnahmen;0112;Bundespräsidialamt;12401;011;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;17;0;;
01;Bundespräsident und Bundespräsidialamt;E;Verwaltungseinnahmen;0112;Bundespräsidialamt;13201;011;Erlöse aus der Veräußerung von beweglichen Sachen; ;17;1;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;42201;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;18;5049;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;42202;011;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;18;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;42709;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;18;354;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;42801;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;18;6179;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;45301;011;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;19;50;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;51101;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;19;824;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;51401;011;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;19;180;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;19;2102;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;51801;011;Mieten und Pachten;ja;19;345;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;51901;011;Unterhaltung der Grundstücke und baulichen Anlagen;ja;20;1040;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;52501;011;Aus- und Fortbildung;ja;20;50;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;52604;011;Kosten der Kommission unabhängiger Sachverständiger gemäß § 18 Abs. 6 Parteiengesetz;ja;20;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;52701;011;Dienstreisen;ja;20;190;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;53201;011;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;20;85;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;53204;011;Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland;ja;20;1500;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;53205;011;Kosten für Orden und Ehrenzeichen;ja;21;85;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;53999;011;Vermischte Verwaltungsausgaben;ja;21;114;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;71101;011;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;21;670;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;71201;011;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;21;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;81101;011;Erwerb von Fahrzeugen;ja;22;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;81201;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;22;210;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;81202;011;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;22;150;;
01;Bundespräsident und Bundespräsidialamt;A;;0112;Bundespräsidialamt;97201;880;Globale Minderausgabe für Einsparungen im flexibilisierten Bereich der Hgr. 4 und Ogr. 51-54 in den Kapiteln 01 u. 12;ja;22;0;;
01;Bundespräsident und Bundespräsidialamt;E;Verwaltungseinnahmen;0113;Büro der Gemeinsamen Wissenschaftskonferenz;11999;011;Vermischte Einnahmen; ;25;0;;
01;Bundespräsident und Bundespräsidialamt;E;Verwaltungseinnahmen;0113;Büro der Gemeinsamen Wissenschaftskonferenz;13201;011;Erlöse aus der Veräußerung von beweglichen Sachen; ;25;0;;
01;Bundespräsident und Bundespräsidialamt;E;Übrige Einnahmen;0113;Büro der Gemeinsamen Wissenschaftskonferenz;28209;011;Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen; ;25;0;;
01;Bundespräsident und Bundespräsidialamt;A;Sächliche Verwaltungsausgaben;0113;Büro der Gemeinsamen Wissenschaftskonferenz;52901;011;Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen;nein;25;4;;
01;Bundespräsident und Bundespräsidialamt;A;Sächliche Verwaltungsausgaben;0113;Büro der Gemeinsamen Wissenschaftskonferenz;54709;011;Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden;nein;26;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;42201;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;26;505;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;42709;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;26;15;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;42801;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;27;704;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;44101;840;Beihilfen aufgrund der Beihilfevorschriften;ja;27;23;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;44301;840;Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften;ja;27;1;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;45202;223;Unfallkasse des Bundes;ja;27;2;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;45301;011;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;27;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;51801;011;Mieten und Pachten;ja;28;316;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;53201;011;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;28;1;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;53999;011;Vermischte Verwaltungsausgaben;ja;28;231;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;63403;011;Zuweisungen an den Versorgungsfonds;ja;28;76;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;71101;011;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;29;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;81101;011;Erwerb von Fahrzeugen;ja;29;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;81201;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;29;0;;
01;Bundespräsident und Bundespräsidialamt;A;;0113;Büro der Gemeinsamen Wissenschaftskonferenz;81202;011;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;29;12;;
02;Deutscher Bundestag;E;Verwaltungseinnahmen;0201;Deutscher Bundestag;11101;011;Gebühren, sonstige Entgelte; ;6;487;;
02;Deutscher Bundestag;E;Verwaltungseinnahmen;0201;Deutscher Bundestag;11901;011;Einnahmen aus Veröffentlichungen; ;6;15;;
02;Deutscher Bundestag;E;Verwaltungseinnahmen;0201;Deutscher Bundestag;11999;011;Vermischte Einnahmen; ;6;113;;
02;Deutscher Bundestag;E;Verwaltungseinnahmen;0201;Deutscher Bundestag;12401;011;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;6;1223;;
02;Deutscher Bundestag;E;Verwaltungseinnahmen;0201;Deutscher Bundestag;13201;011;Erlöse aus der Veräußerung von beweglichen Sachen; ;7;54;;
02;Deutscher Bundestag;E;Übrige Einnahmen;0201;Deutscher Bundestag;28209;011;Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen; ;7;0;;
02;Deutscher Bundestag;E;Übrige Einnahmen;0201;Deutscher Bundestag;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;7;0;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41101;011;Entschädigungen und Amtszulagen nach § 11 Abgeordnetengesetz;nein;8;61484;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41102;011;Aufwandsentschädigungen nach § 12 Abs. 2 und 5 Abgeordnetengesetz;nein;8;31204;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41103;011;Aufwendungen für die Beschäftigung von Mitarbeitern nach § 12 Abs. 3 Abgeordnetengesetz;nein;8;169028;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41104;011;Zuschuss zu den Kosten in Krankheits-﻿, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz;nein;9;7996;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41105;011;Übergangsgeld für ausgeschiedene Mitglieder des Deutschen Bundestages nach § 18  Abgeordnetengesetz;nein;9;8877;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41111;011;Überbrückungsgeld/Sterbegeld an Hinterbliebene sowie Versicherungen nach §§ 24, 26, 35a, 35b, 37, 38 und 41 Abgeordnetengesetz;nein;9;515;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41112;011;Altersentschädigung an ausgeschiedene Mitglieder des Deutschen Bundestages sowie Hinterbliebenenversorgung nach §§ 19 bis 22, 25, 26, 35, 35a, 35b, 35c, 37 und 38 Abgeordnetengesetz;nein;9;39875;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41113;011;Versorgungsabfindung nach §§ 23 und 40 Abgeordnetengesetz;nein;10;120;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41116;011;Inlandsdienst- und Mandatsreisen der Abgeordneten nach §§ 16 und 17 Abgeordnetengesetz;nein;10;7450;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41117;011;Auslandsdienstreisen der Abgeordneten nach § 17  Abgeordnetengesetz, ohne Reisen zum Europarat, zur Interparlamentarischen Union, NATO und Parlamentarischen Versammlung der OSZE;nein;10;5200;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41118;011;Reisen zum Europarat, zur Interparlamentarischen Union, NATO und Parlamentarischen Versammlung der OSZE;nein;10;700;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41119;011;Aufwendungen zur Nutzung des gemeinsamen Informations- und Kommunikationssystems des Deutschen Bundestages sowie für Geschäftsbedarf nach § 12  Abs. 4 Nrn. 1 und 4 Abgeordnetengesetz;nein;10;7590;;
02;Deutscher Bundestag;A;Personalausgaben;0201;Deutscher Bundestag;41120;011;Kostenerstattung für die Benutzung der Verkehrsmittel der Deutschen Bahn und der Berliner Verkehrsbetriebe durch die Mitglieder des Deutschen Bundestages;nein;10;2195;;
02;Deutscher Bundestag;A;Sächliche Verwaltungsausgaben;0201;Deutscher Bundestag;52901;011;Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen;nein;11;601;;
02;Deutscher Bundestag;A;Sächliche Verwaltungsausgaben;0201;Deutscher Bundestag;54201;013;Öffentlichkeitsarbeit;nein;11;9037;;
02;Deutscher Bundestag;A;Sächliche Verwaltungsausgaben;0201;Deutscher Bundestag;54709;011;Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden;nein;12;0;;
02;Deutscher Bundestag;A;Zuweisungen und Zuschüsse (ohne Investitionen);0201;Deutscher Bundestag;68401;011;Geldleistungen an die Fraktionen des Deutschen Bundestages;nein;12;80166;;
02;Deutscher Bundestag;A;Zuweisungen und Zuschüsse (ohne Investitionen);0201;Deutscher Bundestag;68501;011;Zuschuss an Institute zur Technikfolgenabschätzung;nein;12;2108;;
02;Deutscher Bundestag;A;Zuweisungen und Zuschüsse (ohne Investitionen);0201;Deutscher Bundestag;68512;011;Förderung von Einrichtungen für parlamentarische Zwecke;nein;13;2594;;
02;Deutscher Bundestag;A;Zuweisungen und Zuschüsse (ohne Investitionen);0201;Deutscher Bundestag;68701;011;Leistungen an internationale Organisationen/Leistungen im Zusammenhang mit internationalen Mitgliedschaften;nein;13;1344;;
02;Deutscher Bundestag;A;Zuweisungen und Zuschüsse (ohne Investitionen);0201;Deutscher Bundestag;68702;144;Förderung des deutsch-amerikanischen Jugendaustausches;nein;14;4350;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;42201;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;14;54364;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;42202;011;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;14;922;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;42203;011;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst;ja;14;429;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;42401;011;Zuführung an die Versorgungsrücklage;ja;14;746;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;42709;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;15;7272;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;42801;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;15;73681;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;42902;011;Aufwendungen der Präsidentin oder des Präsidenten des Deutschen Bundestages für das Personal in ihrer/seiner Amtswohnung;ja;15;0;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;44101;840;Beihilfen aufgrund der Beihilfevorschriften;ja;15;2650;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;44301;840;Fürsorgeleistungen und Unterstützungen;ja;15;125;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;44302;313;Inanspruchnahme überbetrieblicher betriebsärztlicher und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit;ja;15;20;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;45104;011;Verpflegungszuschüsse für Bedienstete der Verwaltung des Deutschen Bundestages bei Sitzungen des Plenums, der Ausschüsse, der Fraktionen und anderer Gremien;ja;15;12;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;45202;223;Unfallkasse des Bundes;ja;16;170;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;45301;011;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;16;350;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;51101;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;ja;16;11283;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;51401;011;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;16;500;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;17;44144;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;51801;011;Mieten und Pachten;ja;17;11942;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;51901;011;Unterhaltung der Grundstücke und baulichen Anlagen;ja;17;10191;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;52501;011;Aus- und Fortbildung;ja;17;585;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;52601;011;Gerichts- und ähnliche Kosten;ja;17;145;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;52602;011;Sachverständige;ja;17;971;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;52603;011;Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen;ja;18;2170;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;52605;011;Ausgaben für die Kommission nach Art. 10 des Grundgesetzes und das Parlamentarische Kontrollgremium;ja;18;204;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;52606;011;Ausgaben für die Kommission nach dem Standortauswahlgesetz;ja;18;5700;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;52701;011;Dienstreisen;ja;18;950;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;52703;011;Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen;ja;18;6;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;53102;011;Besucherdienst;ja;19;8014;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;53105;011;Ausgaben für die historische Ausstellung und weitere Ausstellungen;ja;19;533;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;53106;011;Ausgaben für Veranstaltungen im Parlamentsviertel;ja;19;1381;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;53201;011;Ausgaben für außeramtliche Übersetzungs- und Dolmetschertätigkeit;ja;19;1352;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;53202;011;Förderung von publizistisch bzw. wissenschaftlich herausragenden Arbeiten zu Fragen des Parlaments;ja;19;33;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;53203;011;Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit;ja;19;1949;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;53205;011;Ausgaben für das zeitgeschichtliche Archiv des Deutschen Bundestages;ja;19;310;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;53999;011;Vermischte Verwaltungsausgaben;ja;20;1188;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;54688;012;Förderung des Vorschlagwesens;ja;20;12;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;63403;011;Zuweisungen an den Versorgungsfonds;ja;20;3596;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;71101;011;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;20;720;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;71201;011;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;20;3623;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;81101;011;Erwerb von Fahrzeugen;ja;21;0;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;81201;011;Erwerb von Geräten und sonstigen beweglichen Sachen für Verwaltungszwecke;ja;21;2385;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;81202;011;Erwerb zeitgenössischer Kunstwerke;ja;21;175;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;81203;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages;ja;21;3248;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;81206;011;Beschaffung und Einrichtung von Fernmeldeanlagen u. ä. für Abgeordnete;ja;21;650;;
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;42891;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;22;1295;09;Kosten der Kindertagesstätte
02;Deutscher Bundestag;A;;0201;Deutscher Bundestag;51791;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;22;157;09;Kosten der Kindertagesstätte
